  85, 112,  28
  77, 297,  25
  75, 494,  25
  74, 671,  20
 277, 113,  29
 272, 299,  24
 272, 477,  24
 269, 675,  21
 476, 124,  26
 469, 302,  23
 463, 489,  23
 465, 682,  20
 676, 136,  28
 664, 314,  24
 652, 502,  25
 643, 673,  20
