  83, 105,  29
  81, 293,  27
  74, 477,  25
  76, 671,  20
 283, 106,  28
 280, 303,  26
 280, 493,  22
 273, 682,  20
 489, 116,  30
 490, 309,  26
 485, 501,  24
 487, 688,  20
 704, 133,  29
 695, 317,  25
 686, 505,  23
 681, 693,  20
