  82, 111,  25
  91, 315,  27
  91, 519,  24
  98, 706,  22
 289, 124,  28
 291, 316,  25
 304, 505,  24
 299, 711,  20
 497, 117,  24
 501, 311,  24
 508, 519,  23
 509, 706,  20
 713, 130,  27
 711, 316,  24
 709, 519,  23
 701, 697,  21
