  55, 104,  26
  67, 292,  25
  74, 477,  23
  77, 656,  20
 245, 104,  25
 266, 289,  22
 265, 467,  21
 268, 646,  19
 445,  97,  25
 458, 284,  24
 461, 464,  21
 460, 650,  21
 655, 111,  25
 649, 279,  22
 649, 467,  20
 641, 637,  18
